25-Sep-2026 05:01:53 | INFO    | KLayout version detected: 0.30.0
25-Sep-2026 05:01:53 | INFO    | Using DRC JSON file: /pdk/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
25-Sep-2026 05:01:53 | INFO    | Running IHP-SG13G2 main checks on design /work/gain-3t-allthick-l45n-t0w30-nomark.gds, topcell: ARRAY_3T_allthick_L45n
2026-09-25 05:01:55 +0000: Memory Usage (415728K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/gain-3t-allthick-l45n-t0w30-nomark.gds
2026-09-25 05:01:55 +0000: Memory Usage (415728K) : Ruby Version for klayout: 3.3.8
2026-09-25 05:01:55 +0000: Memory Usage (416796K) : Loading database to memory is complete.
2026-09-25 05:01:55 +0000: Memory Usage (416796K) : IHP-SG13G2 KLayout DRC runset output at: /work/gain-3t-allthick-l45n-t0w30-nomark-main/gain-3t-allthick-l45n-t0w30-nomark_ARRAY_3T_allthick_L45n_main.lyrdb
2026-09-25 05:01:55 +0000: Memory Usage (416796K) : Evaluate switches.
2026-09-25 05:01:55 +0000: Memory Usage (416796K) : tables selected: main
2026-09-25 05:01:55 +0000: Memory Usage (416796K) : KLayout will use 32 thread(s) in tiling mode.
2026-09-25 05:01:55 +0000: Memory Usage (416796K) : flat mode is enabled.
2026-09-25 05:01:55 +0000: Memory Usage (417836K) : gatpoly_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (417836K) : gatpoly_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (417836K) : gatpoly_iopc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (417836K) : gatpoly_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (417836K) : cont_drw has 108 polygons
2026-09-25 05:01:55 +0000: Memory Usage (417836K) : cont_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418092K) : nsd_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418092K) : nsd_block has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418092K) : metal1_drw has 76 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418092K) : metal1_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418092K) : metal1_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418348K) : metal1_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418348K) : metal1_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418348K) : metal1_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418604K) : metal1_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418604K) : metal1_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418604K) : metal1_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418860K) : metal1_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418860K) : metal1_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (418860K) : metal1_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419116K) : passiv_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419116K) : passiv_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419116K) : passiv_sbump has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419116K) : passiv_pillar has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419116K) : passiv_pdl has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419116K) : metal2_drw has 17 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419372K) : metal2_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419372K) : metal2_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419372K) : metal2_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419628K) : metal2_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419628K) : metal2_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419628K) : metal2_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419884K) : metal2_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (419884K) : metal2_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420140K) : metal2_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420140K) : metal2_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420140K) : metal2_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420396K) : baspoly_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420396K) : baspoly_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420652K) : psd_drw has 4 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420652K) : nldb_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420652K) : digibnd_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420908K) : via1_drw has 44 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420908K) : backmetal1_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420908K) : backmetal1_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (420908K) : backmetal1_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421164K) : backmetal1_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421164K) : backmetal1_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421420K) : backmetal1_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421420K) : backmetal1_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421420K) : backmetal1_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421420K) : backmetal1_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421676K) : backmetal1_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421676K) : backmetal1_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421676K) : backmetal1_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421932K) : backpassiv_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421932K) : res_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (421932K) : sram_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422188K) : trans_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422188K) : ind_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422444K) : ind_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422444K) : ind_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422444K) : salblock_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422700K) : via2_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422700K) : metal3_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422700K) : metal3_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422956K) : metal3_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (422956K) : metal3_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423212K) : metal3_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423212K) : metal3_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423212K) : metal3_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423212K) : metal3_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423468K) : metal3_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423468K) : metal3_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal3_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal3_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : nwell_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : nwell_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : nbulay_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : nbulay_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : nbulay_block has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : emwind_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : emwind_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : deepco_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : deepco_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : mim_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : edgeseal_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : edgeseal_bound has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : substrate_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : substrate_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : dfpad_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : dfpad_pillar has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : dfpad_sbump has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : thickgateox_drw has 1 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : pldb_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : pwell_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : pwell_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : pwell_block has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : ic_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : via3_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423724K) : metal4_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423980K) : metal4_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (423980K) : metal4_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424236K) : metal4_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424236K) : metal4_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424236K) : metal4_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424492K) : heattrans_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424492K) : heatres_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424492K) : pempoly_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424748K) : fbe_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (424748K) : empoly_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425004K) : ldmos_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425004K) : pbiwind_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425004K) : digisub_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425260K) : nodrc_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425260K) : text_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425260K) : via4_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425516K) : metal5_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425516K) : metal5_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425516K) : metal5_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425772K) : metal5_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (425772K) : metal5_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : metal5_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : radhard_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : memcap_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : varicap_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : flash_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : intbondvia_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : intbondmet_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : devbondvia_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : devbondmet_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : devtrench_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : redist_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphbot_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphtop_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : antvia1_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : antmetal2_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphcont_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : siwg_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : siwg_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : siwg_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : sigrating_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : singrating_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphpas_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : emwind3_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : emwihv3_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : redbulay_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : smos_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphpad_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : polimide_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : polimide_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_esd has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_diode has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_tsv has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_pillar has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_sbump has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_otp has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_pdiode has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_mom has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : recog_pcm has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : colopen_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmetal1_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmetal1_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmetal1_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmetal1_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmetal1_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmet1l_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmet1l_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmet1l_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmet1l_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphmet1l_opc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : extblock_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : nldd_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : pldd_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : next_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : pext_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : nexthv_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : pexthv_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : graphgate_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : sinwg_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : sinwg_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : sinwg_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : mempad_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topvia1_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal1_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : inldpwl_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : polyres_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : polyres_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : vmim_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : nbulaycut_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : antmetal1_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topvia2_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_pin has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_mask has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_filler has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_nofill has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_slit has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_text has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_noqrc has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_res has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_iprobe has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : topmetal2_diffprb has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : snsring_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : sensor_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : snsarms_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : snscmosvia_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : colwind_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : flm_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : hafniumox_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : memvia_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : thinfilmres_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : rfmem_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m2m3 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m2m4 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m2m5 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m2tm1 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m2tm2 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m3m4 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m3m5 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m3tm1 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m3tm2 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m4m5 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m4tm1 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m4tm2 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m5tm1 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m5tm2 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_tm1tm2 has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m1sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m2sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m3sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m4sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_m5sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_tm1sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : norcx_tm2sub has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : snsbotvia_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : snstopvia_drw has 0 polygons
2026-09-25 05:01:55 +0000: Memory Usage (426028K) : deepvia_drw has 0 polygons
